,hour,minute,price,amount,menu_name
413,12,31,120,1,10
414,12,31,210,1,10
415,12,31,510,1,7
416,12,32,220,1,8
417,12,32,50,1,10
418,12,32,110,1,11
419,12,32,230,1,10
420,12,32,260,1,10
421,12,32,500,1,10
422,12,32,100,1,23
423,12,33,220,1,10
424,12,33,360,1,10
425,12,33,250,1,21
426,12,33,510,1,7
427,12,33,110,1,14
428,12,34,690,1,10
429,12,35,400,1,24
430,12,35,100,1,23
431,12,35,230,1,10
432,12,35,150,1,10
433,12,35,510,1,10
434,12,35,120,1,5
435,12,36,400,1,24
436,12,36,220,1,8
437,12,36,30,1,33
438,12,36,230,1,10
439,12,36,110,1,10
440,12,36,260,1,10
441,12,36,110,1,10
442,12,36,680,1,10
443,12,36,120,1,17
444,12,36,230,1,10
445,12,37,570,1,31
446,12,37,110,1,14
447,12,37,570,1,10
448,12,37,110,1,14
449,12,37,400,1,24
450,12,37,310,1,29
451,12,37,10,1,32
452,12,37,10,1,32
453,12,38,100,1,23
454,12,38,30,1,33
455,12,38,110,1,10
456,12,38,110,1,10
457,12,38,260,1,10
458,12,38,220,1,8
459,12,38,100,1,23
460,12,38,30,1,33
461,12,38,260,1,10
462,12,38,110,1,11
463,12,38,110,1,10
464,12,38,190,1,10
465,12,38,110,1,10
466,12,38,220,1,8
467,12,39,700,1,10
468,12,39,30,1,33
469,12,39,100,1,23
470,12,39,190,1,10
471,12,39,10,2,32
472,12,39,400,1,24
473,12,39,50,1,10
474,12,39,690,1,10
475,12,40,150,1,10
476,12,40,190,1,10
477,12,40,260,1,10
478,12,40,500,1,30
479,12,40,500,1,30
480,12,41,110,1,10
481,12,41,110,1,10
482,12,41,110,1,11
483,12,41,110,1,10
484,12,41,260,1,10
485,12,41,220,1,8
486,12,41,600,1,10
487,12,41,510,1,7
488,12,41,180,1,10
489,12,41,250,1,10
490,12,42,700,1,10
491,12,42,30,1,33
492,12,42,10,1,32
493,12,42,310,1,29
494,12,42,30,1,33
495,12,42,60,1,35
496,12,42,60,1,35
497,12,42,400,1,24
498,12,42,700,1,10
499,12,42,110,1,10
500,12,43,300,1,19
501,12,43,110,1,14
502,12,43,510,1,10
503,12,43,220,1,8
504,12,43,100,1,23
505,12,43,260,1,10
506,12,43,190,1,10
507,12,43,230,1,10
508,12,43,110,1,10
509,12,44,720,1,6
510,12,44,60,1,35
511,12,44,390,1,10
512,12,44,270,1,13
513,12,44,350,1,22
514,12,44,220,1,8
515,12,44,100,1,23
516,12,44,50,1,10
517,12,44,110,1,10
518,12,44,190,1,10
519,12,44,260,1,10
520,12,44,110,1,10
521,12,45,310,1,10
522,12,45,300,1,25
523,12,45,100,1,23
524,12,46,300,1,25
525,12,46,50,1,10
526,12,46,190,1,15
527,12,47,690,1,10
528,12,47,120,1,5
529,12,47,770,1,10
530,12,47,150,1,10
531,12,47,120,1,5
532,12,49,500,1,30
533,12,49,100,1,23
534,12,50,220,1,8
535,12,50,110,1,10
536,12,50,110,1,10
537,12,50,230,1,10
538,12,50,260,1,10
539,12,50,10,1,32
540,12,50,10,1,32
541,12,52,400,1,24
542,12,52,310,1,29
543,12,52,100,1,23
544,12,52,510,1,7
545,12,53,220,1,10
546,12,53,120,1,5
547,12,53,250,1,21
548,12,54,250,1,3
549,12,54,300,1,19
550,12,55,300,1,25
551,12,55,190,1,10
552,12,55,230,1,10
553,12,55,110,1,10
554,12,55,110,1,10
555,12,55,220,1,10
556,12,55,340,1,18
557,12,55,230,1,10
558,12,56,400,1,10
559,12,56,220,1,10
560,12,56,570,1,31
561,12,56,120,1,5
562,12,56,120,1,5
563,12,56,300,1,25
564,12,56,150,1,10
565,12,56,220,1,8
566,12,56,100,1,23
567,12,56,30,1,33
568,12,56,230,1,10
569,12,56,260,1,10
570,12,56,110,1,10
571,12,57,200,1,26
572,12,57,310,1,29
573,12,57,150,1,10
574,12,57,220,1,8
575,12,57,30,1,33
576,12,57,30,1,3
577,12,57,110,1,11
578,12,57,110,1,10
579,12,57,190,1,10
580,12,57,120,1,17
581,12,57,310,1,10
582,12,57,30,1,33
583,12,57,300,1,25
584,12,58,500,1,30
585,12,58,100,1,23
586,12,58,190,1,15
587,12,58,220,1,8
588,12,58,80,1,36
589,12,58,190,1,10
590,12,58,260,1,10
591,12,58,110,1,10
592,12,59,570,1,31
593,12,59,690,1,10
594,12,59,150,1,10
595,12,59,60,1,35
596,13,2,510,1,10
597,13,2,760,1,10
598,13,2,60,1,35
599,13,3,300,1,25
600,13,3,70,1,3
601,13,3,780,1,10
602,13,4,720,1,6
603,13,4,110,1,11
604,13,4,200,1,26
605,13,4,190,1,10
606,13,4,60,1,35
607,13,4,110,1,10
608,13,4,110,1,10
609,13,5,300,1,19
610,13,5,690,1,10
611,13,5,60,1,35
612,13,5,350,1,22
613,13,6,160,1,28
614,13,6,230,1,10
615,13,7,400,1,24
616,13,7,10,1,32
617,13,7,220,1,8
618,13,7,30,1,33
619,13,7,110,1,10
620,13,7,260,1,10
621,13,7,110,1,10
622,13,7,110,1,10
623,13,8,240,1,10
624,13,8,400,1,24
625,13,8,10,1,32
626,13,9,220,1,10
627,13,9,260,1,10
628,13,9,210,1,10
629,13,11,780,1,10
630,13,11,690,1,10
631,13,11,100,1,2
632,13,11,360,1,27
633,13,11,190,1,15
634,13,12,310,1,29
635,13,12,300,1,25
636,13,13,700,1,10
637,13,13,260,1,10
638,13,13,110,1,10
639,13,13,110,1,10
640,13,13,510,1,10
641,13,13,300,1,25
642,13,13,310,1,10
643,13,13,220,1,8
644,13,13,30,1,33
645,13,13,30,1,3
646,13,13,60,1,35
647,13,13,110,1,11
648,13,13,260,1,10
649,13,14,570,1,10
650,13,14,100,1,2
651,13,14,260,1,10
652,13,14,60,1,35
653,13,15,340,1,18
654,13,15,280,1,10
655,13,15,250,1,3
656,13,15,600,1,10
657,13,15,10,1,32
658,13,15,200,1,26
659,13,15,500,1,10
660,13,16,690,1,10
661,13,16,120,1,5
662,13,17,600,1,10
663,13,17,30,1,33
664,13,18,510,1,10
665,13,18,570,1,10
666,13,18,150,1,10
667,13,19,780,1,10
668,13,19,300,1,25
669,13,19,600,1,10
670,13,19,90,1,10
671,13,20,220,1,8
672,13,20,30,1,33
673,13,20,260,1,10
674,13,20,190,1,10
675,13,20,110,1,10
676,13,21,780,1,10
677,13,21,100,1,23
678,13,23,110,1,14
679,13,23,690,1,10
680,13,23,100,1,2
681,13,23,160,1,28
682,13,23,270,1,13
683,13,24,720,1,6
684,13,24,350,1,10
685,13,24,280,1,10
686,13,24,390,1,10
687,13,24,340,1,18
688,13,25,570,1,31
689,13,25,100,1,2
690,13,25,190,3,15
691,13,26,700,1,10
692,13,26,30,1,33
693,13,26,200,1,26
694,13,26,510,1,10
695,13,26,190,1,10
696,13,28,720,1,6
697,13,30,300,1,19
698,13,31,120,1,5
699,13,31,120,1,5
700,13,31,220,1,8
701,13,31,30,1,33
702,13,31,100,1,23
703,13,31,110,1,10
704,13,31,110,1,11
705,13,31,110,1,10
706,13,31,110,1,10
707,13,31,450,1,10
708,13,31,450,1,10
709,13,34,520,1,10
710,13,35,350,1,22
711,13,36,340,1,18
712,13,36,80,1,10
713,13,36,90,1,10
714,13,37,170,1,10
715,13,37,310,1,29
716,13,37,200,1,26
717,13,37,10,1,32
718,13,37,10,1,32
719,13,37,400,1,10
720,13,38,340,1,10
721,13,41,580,1,10
722,13,41,120,1,10
723,13,43,320,1,10
724,13,43,290,1,16
725,13,43,300,1,19
726,13,45,700,1,10
727,13,46,690,1,10
728,13,48,570,1,31
729,13,48,150,1,10
730,13,48,190,1,10
731,13,48,300,1,19
732,13,48,570,1,10
733,13,48,100,1,10
734,13,50,700,1,10
735,13,50,30,1,33
736,13,50,110,1,10
737,13,52,570,1,31
738,13,52,120,1,5
739,13,52,100,1,2
740,13,52,220,1,8
741,13,52,260,1,10
742,13,52,110,1,10
743,13,52,110,1,10
744,13,52,570,1,10
745,13,52,150,1,10
746,13,52,780,1,10
747,13,52,30,1,33
748,13,52,190,1,10
749,13,53,500,1,10
750,13,53,30,1,33
751,13,53,200,1,26
752,13,53,100,1,23
753,13,54,340,1,10
754,13,54,280,1,10
755,13,54,240,1,10
756,13,54,360,1,27
757,13,55,160,1,28
758,13,55,390,1,10
759,13,55,230,1,12
760,13,55,120,1,17
761,13,56,280,1,10
762,13,56,220,1,10
763,13,56,220,1,10
764,13,56,770,1,10
765,13,56,230,1,12
766,13,56,160,1,28
767,13,56,490,1,10
768,14,0,500,1,10
769,14,0,30,1,33
770,14,0,230,1,10
771,14,0,110,1,10
772,14,0,50,1,10
773,14,1,210,1,10
774,14,6,780,1,10
775,14,6,80,1,36
776,14,7,190,2,15
777,14,7,510,1,10
778,14,8,400,1,10
779,14,8,400,1,10
780,14,8,780,1,10
781,14,9,360,1,27
782,14,9,570,1,10
783,14,9,100,1,2
784,14,10,110,1,10
785,14,10,110,1,10
786,14,10,260,1,10
787,14,10,110,1,10
788,14,10,110,1,10
789,14,10,200,1,26
790,14,10,600,1,10
791,14,10,690,1,10
792,14,11,720,1,6
793,14,11,80,1,36
794,14,11,390,1,10
795,14,12,110,1,14
796,14,12,510,1,10
797,14,12,100,1,2
798,14,12,700,1,10
799,14,12,30,1,33
800,14,12,120,1,5
801,14,13,570,1,31
802,14,13,100,1,10
803,14,15,250,1,21
804,14,17,760,1,10
805,14,17,30,1,33
806,14,17,260,1,10
807,14,17,50,1,10
808,14,17,100,1,10
809,14,17,720,1,6
810,14,18,110,1,10
811,14,18,110,1,10
812,14,18,190,1,10
813,14,18,260,1,10
814,14,18,220,1,8
815,14,18,690,1,10
816,14,19,210,1,10
817,14,19,270,1,10
818,14,19,280,1,10
819,14,19,290,1,16
820,14,21,570,1,31
821,14,21,120,1,5
822,14,21,510,1,10
823,14,21,100,1,10
824,14,22,690,1,10
825,14,22,100,1,10
826,14,23,420,1,3
827,14,23,220,1,8
828,14,23,50,1,10
829,14,23,260,1,10
830,14,23,110,1,10
831,14,23,110,1,10
832,14,25,250,1,21
833,14,26,510,1,10
834,14,26,100,1,2
835,14,28,160,1,28
836,14,29,300,2,10
837,14,30,390,1,10
838,14,32,190,1,15
839,14,32,300,1,19
840,14,33,260,1,10
841,14,33,110,1,10
842,14,33,110,1,10
843,14,34,300,1,19
844,14,35,370,1,10
845,14,35,770,1,10
846,14,35,60,1,35
847,14,35,210,1,10
848,14,37,500,1,10
849,14,37,30,1,33
850,14,37,340,1,18
851,14,39,390,2,10
852,14,39,300,1,10
853,14,43,510,1,10
854,14,46,220,1,10
855,14,46,220,1,8
856,14,46,260,1,10
857,14,46,110,1,10
858,14,46,110,1,10
859,14,46,110,1,10
860,14,48,340,1,10
861,14,48,280,1,10
862,14,48,190,2,15
863,14,52,520,1,10
864,14,52,210,1,10
865,14,52,220,1,10
866,14,53,250,1,21
867,14,53,440,1,10
868,14,54,440,1,10
869,14,57,300,1,10
870,14,59,190,1,15
871,15,0,580,1,10
872,15,0,210,1,10
873,15,0,570,1,10
874,15,0,580,1,10
875,15,0,110,1,14
876,15,1,350,1,22
877,15,2,300,1,19
878,15,2,220,1,10
879,15,2,570,1,10
880,15,3,300,3,19
881,15,3,340,1,10
882,15,3,580,1,10
883,15,3,570,1,10
884,15,4,300,1,19
885,15,5,570,1,10
886,15,5,100,1,2
887,15,6,300,1,19
888,15,7,300,1,19
889,15,8,520,1,10
890,15,8,360,1,27
891,15,8,290,1,16
892,15,10,570,1,10
893,15,11,290,1,16
894,15,11,190,1,15
895,15,12,280,1,10
896,15,14,250,1,21
897,15,14,300,1,19
898,15,14,270,1,10
899,15,17,770,1,10
900,15,18,170,1,10
901,15,18,930,1,10
902,15,19,310,1,10
903,15,19,310,1,10
904,15,19,770,1,10
905,15,21,500,1,10
906,15,26,220,1,10
907,15,26,340,1,18
908,15,27,350,1,22
909,15,27,280,1,10
910,15,27,190,1,15
911,15,28,510,1,10
912,15,28,120,1,5
913,15,30,190,1,10
914,15,30,500,1,10
915,15,30,580,1,10
916,15,31,300,1,10
917,15,32,280,1,10
918,15,32,300,1,19
919,15,32,120,1,17
920,15,32,510,1,10
921,15,32,100,1,2
922,15,34,380,1,10
923,15,34,400,3,10
924,15,35,300,1,19
925,15,35,320,1,10
926,15,35,300,1,19
927,15,36,210,1,10
928,15,36,340,1,18
929,15,36,300,2,19
930,15,37,300,1,19
931,15,37,240,1,10
932,15,38,240,1,10
933,15,38,570,1,31
934,15,41,200,3,10
935,15,41,350,1,22
936,15,41,400,1,10
937,15,41,270,1,20
938,15,42,770,1,10
939,15,42,260,1,10
940,15,42,280,1,10
941,15,42,580,1,10
942,15,42,100,1,2
943,15,44,300,1,10
944,15,44,570,1,10
945,15,44,150,1,10
946,15,45,300,2,19
947,15,45,310,2,10
948,15,49,400,1,10
949,15,50,120,1,17
950,15,50,300,1,19
951,15,51,350,1,22
952,15,51,90,1,10
953,15,51,350,1,22
954,15,54,190,1,15
955,15,55,300,6,19
956,15,55,270,6,20
957,15,55,100,7,10
958,15,57,310,1,10
959,15,57,350,1,22
960,15,57,280,1,10
961,15,58,370,1,10
962,15,58,300,1,19
963,16,0,240,1,10
964,16,0,350,2,10
965,16,2,250,1,21
966,16,3,1850,1,10
967,16,3,300,1,10
968,16,4,690,1,10
969,16,7,270,2,20
970,16,7,300,1,19
971,16,7,340,3,18
972,16,7,160,1,28
973,16,7,350,1,10
974,16,10,400,1,10
975,16,11,260,1,10
976,16,11,420,1,3
977,16,12,280,1,10
978,16,12,520,1,10
979,16,12,350,1,22
980,16,13,520,1,10
981,16,13,340,1,18
982,16,22,350,1,22
983,16,23,300,1,10
984,16,25,210,1,10
985,16,25,390,1,10
986,16,32,390,1,3
987,16,33,210,1,10
988,16,33,350,1,10
989,16,34,190,1,15
990,16,35,770,1,10
991,16,35,170,1,10
992,16,38,60,1,35
993,16,43,290,1,16
994,16,46,570,1,10
995,16,53,340,1,18
996,16,53,300,1,10
997,16,54,250,1,10
998,17,1,510,1,10
999,17,1,100,1,10
1000,17,2,300,2,19
1001,17,2,230,1,12
1002,17,2,210,1,10
1003,17,3,340,1,18
1004,17,3,300,1,19
1005,17,9,350,1,22
1006,17,22,350,1,22
1007,17,35,250,1,10
1008,17,36,400,1,10
1009,17,40,650,1,10
1010,17,40,340,1,10
1011,17,40,340,1,18
1012,17,42,350,1,10
1013,17,43,210,1,10
1014,17,47,80,1,10
1015,17,47,390,1,10
1016,18,0,280,1,10
1017,18,0,400,1,10
1018,18,7,250,1,21
1019,18,7,350,1,22
1020,18,9,90,1,10
1021,18,9,190,1,15
1022,18,9,250,1,10
1023,18,12,420,1,10
1024,18,13,420,1,10
1025,18,18,390,1,10
1026,18,21,1000,1,10
1027,18,21,550,3,10
1028,18,21,290,1,16
1029,18,28,550,1,10
1030,18,35,280,1,10
1031,18,36,650,1,10
1032,18,36,240,1,10
1033,18,38,300,1,10
1034,18,39,720,1,10
1035,18,45,870,1,34
1036,18,45,550,2,10
1037,18,46,300,1,10
1038,18,55,300,3,19
1039,18,55,270,1,20
1040,18,57,870,1,34
1041,18,57,270,1,10
1042,19,0,300,1,19
1043,19,0,250,1,10
1044,19,0,300,1,19
1045,19,2,400,1,10
1046,19,3,300,1,19
1047,19,3,190,2,15
1048,19,3,300,1,10
1049,19,3,350,1,10
1050,19,3,300,1,10
1051,19,3,400,1,10
1052,19,5,870,1,34
1053,19,9,870,1,34
1054,19,12,650,1,3
1055,19,14,870,1,34
1056,19,19,870,1,34
1057,19,20,870,1,34
1058,19,20,720,1,10
1059,19,32,870,1,34
1060,19,32,210,1,10
1061,19,35,250,1,10
1062,19,42,870,1,34
1063,19,47,380,1,10
1064,19,47,340,1,10
1065,19,47,420,1,10
1066,19,49,650,1,10
1067,20,10,870,1,34
1068,20,11,380,1,10
1069,20,11,300,1,10
1070,20,13,870,1,34
1071,20,14,870,1,34
1072,20,14,870,1,34
1073,20,15,870,1,34
1074,20,15,740,1,10
1075,20,36,720,1,10
1076,20,36,100,1,10
1077,9,17,930,1,10
1078,9,19,280,1,10
1079,9,19,280,1,10
1080,9,19,280,1,10
1081,9,19,280,1,10
1082,9,19,80,2,10
1083,9,19,80,1,10
1084,9,19,80,2,10
1085,9,20,5,4,3
1086,9,25,300,1,19
1087,9,27,80,1,10
1088,9,27,280,1,10
1089,9,27,190,1,15
1090,9,35,250,1,21
1091,9,36,120,1,5
1092,9,36,320,1,18
1093,9,39,70,1,10
1094,9,39,210,1,10
1095,9,40,230,1,12
1096,9,40,120,1,17
1097,9,41,360,1,27
1098,9,41,100,1,4
1099,9,46,120,2,5
1100,9,46,100,1,4
1101,9,47,500,1,10
1102,9,49,300,1,10
1103,9,49,80,1,10
1104,9,49,120,1,5
1105,9,49,100,1,4
1106,9,53,120,1,5
1107,9,53,360,1,10
1108,9,54,170,5,10
1109,9,59,120,1,5
1110,9,59,100,1,4
1111,9,59,190,1,15
1112,10,5,360,1,10
1113,10,5,100,1,4
1114,10,5,120,2,5
1115,10,5,100,1,4
1116,10,11,300,2,19
1117,10,11,320,1,10
1118,10,15,300,1,19
1119,10,20,360,1,27
1120,10,20,100,1,4
1121,10,21,360,1,10
1122,10,21,230,1,12
1123,10,21,340,1,18
1124,10,22,300,3,19
1125,10,25,120,1,5
1126,10,25,300,1,19
1127,10,25,270,1,20
1128,10,25,300,1,10
1129,10,26,300,1,10
1130,10,33,270,1,20
1131,10,33,190,1,15
1132,10,33,120,1,5
1133,10,33,150,1,4
1134,10,36,340,1,18
1135,10,37,250,1,21
1136,10,37,190,1,15
1137,10,37,240,1,10
1138,10,37,310,1,10
1139,10,37,190,1,15
1140,10,41,120,1,5
1141,10,41,100,1,4
1142,10,42,310,1,10
1143,10,42,310,1,10
1144,10,42,310,1,10
1145,10,42,190,1,15
1146,10,42,300,1,19
1147,10,54,300,1,19
1148,10,54,190,1,15
